10/10/2017 12:01:43,516,20,-4271,10,-87,-10
10/10/2017 12:01:44,524,10,-4296,13,-79,-11
10/10/2017 12:01:45,530,27,-4273,18,-69,-8
10/10/2017 12:01:46,528,35,-4289,22,-62,-6
10/10/2017 12:01:47,519,25,-4266,26,-53,-4
10/10/2017 12:01:48,511,22,-4269,25,-46,-4
10/10/2017 12:01:49,499,31,-4223,19,-42,-12
10/10/2017 12:01:50,507,8,-4216,14,-52,-20
10/10/2017 12:01:51,537,48,-4208,8,-79,-29
10/10/2017 12:01:52,482,10,-4262,6,-101,-26
10/10/2017 12:01:53,516,53,-4313,19,-110,-18
10/10/2017 12:01:54,508,8,-4238,23,-99,-10
10/10/2017 12:01:55,509,28,-4326,29,-84,-5
10/10/2017 12:01:56,513,36,-4310,36,-59,1
10/10/2017 12:01:57,503,37,-4317,41,-25,1
10/10/2017 12:01:58,502,37,-4286,42,4,0
10/10/2017 12:01:59,506,23,-4261,48,26,1
10/10/2017 12:02:00,495,43,-4228,49,34,2
10/10/2017 12:02:01,518,30,-4240,50,26,3
10/10/2017 12:02:02,494,18,-4239,50,10,1
10/10/2017 12:02:03,504,31,-4224,46,-10,-6
10/10/2017 12:02:04,512,23,-4201,40,-23,-3
10/10/2017 12:02:05,503,42,-4267,42,-32,-4
10/10/2017 12:02:06,507,28,-4249,40,-36,-3
10/10/2017 12:02:07,493,10,-4273,38,-31,-3
10/10/2017 12:02:08,501,37,-4246,36,-18,-8
10/10/2017 12:02:09,495,2,-4273,37,-19,-8
10/10/2017 12:02:10,500,47,-4274,34,-20,-10
10/10/2017 12:02:11,500,37,-4244,36,-22,-10
10/10/2017 12:02:12,506,53,-4280,33,-17,-7
10/10/2017 12:02:13,492,21,-4280,38,-11,-3
10/10/2017 12:02:14,500,49,-4260,45,-4,3
10/10/2017 12:02:15,497,41,-4265,50,5,10
10/10/2017 12:02:16,495,22,-4260,51,7,14
10/10/2017 12:02:17,502,19,-4217,49,8,10
10/10/2017 12:02:18,507,12,-4272,41,9,4
10/10/2017 12:02:19,498,30,-4246,43,7,4
10/10/2017 12:02:20,510,21,-4235,40,9,3
10/10/2017 12:02:21,502,29,-4265,40,11,0
10/10/2017 12:02:22,499,4,-4260,37,10,2
10/10/2017 12:02:23,508,28,-4250,36,9,0
10/10/2017 12:02:24,488,36,-4273,33,8,2
10/10/2017 12:02:25,489,39,-4281,35,15,5
10/10/2017 12:02:26,510,51,-4284,39,20,11
10/10/2017 12:02:27,481,34,-4255,41,33,17
10/10/2017 12:02:28,498,27,-4254,44,46,22
10/10/2017 12:02:29,489,9,-4252,45,59,15
10/10/2017 12:02:30,512,43,-4226,43,54,15
10/10/2017 12:02:31,505,28,-4224,40,39,9
10/10/2017 12:02:32,506,36,-4217,35,17,10
10/10/2017 12:02:33,511,31,-4224,32,-4,7
10/10/2017 12:02:34,511,26,-4231,27,-28,4
10/10/2017 12:02:35,514,32,-4215,24,-39,0
10/10/2017 12:02:36,489,35,-4274,22,-43,-1
10/10/2017 12:02:37,502,30,-4261,21,-43,-1
10/10/2017 12:02:38,509,37,-4277,20,-32,-1
10/10/2017 12:02:39,501,45,-4270,22,-23,-2
10/10/2017 12:02:40,505,45,-4283,21,-8,-5
10/10/2017 12:02:41,509,28,-4276,24,2,-4
10/10/2017 12:02:42,494,24,-4283,23,-1,-3
10/10/2017 12:02:43,501,30,-4212,21,-6,-6
10/10/2017 12:02:44,484,21,-4233,15,-21,-5
10/10/2017 12:02:45,499,14,-4283,16,-26,-7
10/10/2017 12:02:46,484,25,-4262,10,-28,-6
10/10/2017 12:02:47,502,34,-4276,14,-20,-4
10/10/2017 12:02:48,491,35,-4290,18,-8,-2
10/10/2017 12:02:49,484,39,-4295,26,6,-1
10/10/2017 12:02:50,489,29,-4238,32,14,-1
10/10/2017 12:02:51,488,43,-4238,33,16,1
10/10/2017 12:02:52,489,17,-4251,35,13,-1
10/10/2017 12:02:53,504,34,-4244,32,3,-4
10/10/2017 12:02:54,483,3,-4239,27,-4,-4
10/10/2017 12:02:55,497,40,-4237,21,-10,-3
10/10/2017 12:02:56,501,34,-4275,20,-17,-4
10/10/2017 12:02:57,489,34,-4276,20,-16,-8
10/10/2017 12:02:58,483,28,-4247,16,-14,-9
10/10/2017 12:02:59,487,13,-4244,16,-13,-7
10/10/2017 12:03:00,484,49,-4248,15,-11,-10
10/10/2017 12:03:01,504,48,-4236,15,-6,-8
10/10/2017 12:03:02,497,22,-4261,14,-7,-10
10/10/2017 12:03:03,480,38,-4236,18,-4,-7
10/10/2017 12:03:04,489,68,-4271,19,-3,-10
10/10/2017 12:03:05,465,44,-4264,16,1,-9
10/10/2017 12:03:06,490,21,-4267,18,-4,-6
10/10/2017 12:03:07,487,45,-4238,21,-7,-4
10/10/2017 12:03:08,499,35,-4253,22,-5,-4
10/10/2017 12:03:09,494,51,-4258,21,-1,-4
10/10/2017 12:03:10,503,36,-4261,23,1,0
10/10/2017 12:03:11,498,32,-4254,20,1,0
10/10/2017 12:03:12,482,46,-4232,23,3,-3
10/10/2017 12:03:13,492,34,-4272,19,0,-1
10/10/2017 12:03:14,505,30,-4258,19,-1,-3
10/10/2017 12:03:15,481,62,-4265,17,-3,-3
10/10/2017 12:03:16,478,33,-4248,9,-11,-8
10/10/2017 12:03:17,486,40,-4268,6,-14,-7
10/10/2017 12:03:18,477,53,-4254,5,-15,-6
10/10/2017 12:03:19,486,46,-4267,9,-14,-3
10/10/2017 12:03:20,494,44,-4266,18,-6,-4
10/10/2017 12:03:21,475,44,-4283,22,0,-2
10/10/2017 12:03:22,502,30,-4250,24,7,-1
10/10/2017 12:03:23,502,52,-4251,30,10,2
10/10/2017 12:03:24,485,48,-4261,30,8,0
10/10/2017 12:03:25,521,35,-4285,26,8,-1
10/10/2017 12:03:26,490,44,-4255,32,7,3
10/10/2017 12:03:27,486,42,-4222,42,13,6
10/10/2017 12:03:28,485,34,-4239,38,13,2
10/10/2017 12:03:29,488,43,-4266,41,13,6
10/10/2017 12:03:30,486,34,-4271,35,9,2
10/10/2017 12:03:31,512,47,-4248,35,6,0
10/10/2017 12:03:32,491,56,-4241,34,3,1
10/10/2017 12:03:33,484,31,-4248,34,2,2
10/10/2017 12:03:34,481,53,-4262,38,5,1
10/10/2017 12:03:35,501,37,-4255,40,3,1
10/10/2017 12:03:36,470,42,-4280,37,3,1
10/10/2017 12:03:37,476,66,-4248,37,6,2
10/10/2017 12:03:38,484,63,-4256,38,5,2
10/10/2017 12:03:39,480,40,-4257,36,6,1
10/10/2017 12:03:40,498,32,-4243,36,2,-3
10/10/2017 12:03:41,487,21,-4251,32,4,3
10/10/2017 12:03:42,484,40,-4265,32,4,-1
10/10/2017 12:03:43,481,47,-4246,31,4,1
10/10/2017 12:03:44,486,46,-4289,31,5,2
10/10/2017 12:03:45,469,48,-4272,28,1,3
10/10/2017 12:03:46,477,24,-4235,27,6,0
10/10/2017 12:03:47,499,44,-4259,27,9,0
10/10/2017 12:03:48,483,49,-4254,29,8,1
10/10/2017 12:03:49,477,42,-4249,28,7,2
10/10/2017 12:03:50,482,36,-4256,32,14,3
10/10/2017 12:03:51,487,48,-4278,35,18,1
10/10/2017 12:03:52,497,54,-4283,47,22,4
10/10/2017 12:03:53,478,37,-4258,53,25,8
10/10/2017 12:03:54,499,54,-4235,55,30,10
10/10/2017 12:03:55,490,36,-4245,52,29,6
10/10/2017 12:03:56,498,23,-4250,53,23,6
10/10/2017 12:03:57,482,47,-4274,51,19,6
10/10/2017 12:03:58,497,45,-4256,44,10,3
10/10/2017 12:03:59,486,53,-4257,38,4,5
10/10/2017 12:04:00,495,41,-4248,36,1,3
10/10/2017 12:04:01,483,28,-4247,34,1,4
10/10/2017 12:04:02,492,38,-4270,34,3,0
10/10/2017 12:04:03,503,46,-4259,30,2,1
10/10/2017 12:04:04,494,32,-4257,28,9,1
10/10/2017 12:04:05,502,44,-4245,26,6,1
10/10/2017 12:04:06,490,44,-4247,23,6,-2
10/10/2017 12:04:07,486,26,-4243,23,3,0
10/10/2017 12:04:08,517,58,-4262,19,-1,-2
10/10/2017 12:04:09,505,38,-4281,22,1,-1
10/10/2017 12:04:10,501,38,-4265,29,3,-2
10/10/2017 12:04:11,502,52,-4243,24,3,-6
10/10/2017 12:04:12,471,46,-4292,23,-5,-11
10/10/2017 12:04:13,487,41,-4267,21,-9,-8
10/10/2017 12:04:14,476,59,-4243,14,-8,-8
10/10/2017 12:04:15,489,35,-4249,10,-13,-9
10/10/2017 12:04:16,470,29,-4271,11,-13,-9
10/10/2017 12:04:17,495,30,-4254,14,-11,-1
10/10/2017 12:04:18,497,37,-4247,14,-11,-4
10/10/2017 12:04:19,506,44,-4259,16,-2,-3
10/10/2017 12:04:20,490,42,-4239,13,0,-6
10/10/2017 12:04:21,501,53,-4252,6,-6,-9
10/10/2017 12:04:22,495,38,-4247,-6,-16,-13
10/10/2017 12:04:23,474,49,-4262,-15,-23,-16
10/10/2017 12:04:24,495,53,-4284,-9,-18,-11
10/10/2017 12:04:25,486,58,-4289,0,-12,-8
10/10/2017 12:04:26,484,42,-4225,11,-4,-7
10/10/2017 12:04:27,488,44,-4257,17,3,-4
10/10/2017 12:04:28,475,54,-4235,17,2,0
10/10/2017 12:04:29,473,46,-4252,17,0,-2
10/10/2017 12:04:30,478,39,-4261,18,-2,-2
10/10/2017 12:04:31,486,45,-4248,20,0,-1
10/10/2017 12:04:32,496,58,-4256,24,-6,-2
10/10/2017 12:04:33,495,45,-4269,22,-2,-3
10/10/2017 12:04:34,489,66,-4277,26,-1,-1
10/10/2017 12:04:35,472,77,-4245,28,-3,1
10/10/2017 12:04:36,485,50,-4277,34,-1,4
10/10/2017 12:04:37,480,41,-4262,34,3,-1
10/10/2017 12:04:38,478,55,-4268,36,4,1
10/10/2017 12:04:39,491,43,-4249,34,6,1
10/10/2017 12:04:40,467,56,-4243,31,2,3
10/10/2017 12:04:41,477,50,-4269,31,1,0
10/10/2017 12:04:42,487,50,-4247,30,4,-1
10/10/2017 12:04:43,484,53,-4259,33,3,3
10/10/2017 12:04:44,472,54,-4275,35,6,1
10/10/2017 12:04:45,498,62,-4235,36,4,4
10/10/2017 12:04:46,491,52,-4232,37,6,2
10/10/2017 12:04:47,476,54,-4256,34,5,3
10/10/2017 12:04:48,474,59,-4265,36,4,3
10/10/2017 12:04:49,498,62,-4248,36,3,2
10/10/2017 12:04:50,476,57,-4265,38,6,3
10/10/2017 12:04:51,492,57,-4247,35,4,2
10/10/2017 12:04:52,485,59,-4257,35,4,3
10/10/2017 12:04:53,463,47,-4257,36,2,5
10/10/2017 12:04:54,495,45,-4242,33,6,2
10/10/2017 12:04:55,484,72,-4230,31,1,3
10/10/2017 12:04:56,471,86,-4278,26,-11,2
10/10/2017 12:04:57,479,61,-4230,17,-12,2
10/10/2017 12:04:58,486,64,-4260,14,-12,-1
10/10/2017 12:04:59,466,61,-4259,15,-7,1
10/10/2017 12:04:59,478,54,-4279,22,4,3
10/10/2017 12:05:00,480,52,-4258,25,6,3
10/10/2017 12:05:01,489,56,-4276,22,8,3
10/10/2017 12:05:02,492,56,-4269,19,7,1
10/10/2017 12:05:03,490,56,-4276,21,11,0
10/10/2017 12:05:04,467,46,-4255,31,14,3
10/10/2017 12:05:05,460,66,-4253,35,15,4
10/10/2017 12:05:06,485,51,-4234,40,14,4
10/10/2017 12:05:07,496,44,-4235,35,14,5
10/10/2017 12:05:08,475,52,-4252,36,15,6
10/10/2017 12:05:09,493,72,-4228,22,8,2
10/10/2017 12:05:10,478,70,-4257,11,-3,-1
10/10/2017 12:05:11,488,41,-4264,9,-5,-1
10/10/2017 12:05:12,468,68,-4256,9,-2,-2
10/10/2017 12:05:13,491,95,-4259,11,0,0
10/10/2017 12:05:14,460,44,-4238,9,-4,-1
10/10/2017 12:05:15,473,69,-4282,11,-6,1
10/10/2017 12:05:16,490,45,-4226,16,-2,2
10/10/2017 12:05:17,490,55,-4259,17,-3,4
10/10/2017 12:05:18,485,64,-4293,20,-1,4
10/10/2017 12:05:19,486,82,-4247,14,-7,4
10/10/2017 12:05:20,463,41,-4277,11,-5,3
10/10/2017 12:05:21,472,54,-4256,9,-7,0
10/10/2017 12:05:22,461,75,-4269,8,-6,-3
10/10/2017 12:05:23,463,64,-4270,14,-5,2
10/10/2017 12:05:24,471,65,-4267,15,0,2
10/10/2017 12:05:25,473,82,-4217,21,1,0
10/10/2017 12:05:26,475,52,-4235,23,-2,3
10/10/2017 12:05:27,472,77,-4273,16,-3,-1
10/10/2017 12:05:28,499,57,-4262,14,-6,-1
10/10/2017 12:05:29,460,60,-4239,9,-11,-3
10/10/2017 12:05:30,454,58,-4264,17,-10,-1
10/10/2017 12:05:31,461,69,-4248,18,-3,-1
10/10/2017 12:05:32,463,58,-4216,22,-1,-2
10/10/2017 12:05:33,455,67,-4256,26,2,-1
10/10/2017 12:05:34,489,70,-4243,23,0,-2
10/10/2017 12:05:35,462,45,-4248,15,-11,-7
10/10/2017 12:05:36,461,62,-4272,9,-23,-7
10/10/2017 12:05:37,469,71,-4271,7,-27,-9
10/10/2017 12:05:38,451,83,-4267,13,-21,-5
10/10/2017 12:05:39,473,53,-4267,19,-15,-2
10/10/2017 12:05:40,468,79,-4252,26,-11,1
10/10/2017 12:05:41,469,61,-4262,25,-6,2
10/10/2017 12:05:42,464,79,-4252,24,-5,-2
10/10/2017 12:05:43,460,66,-4240,16,-13,-7
10/10/2017 12:05:44,468,78,-4245,12,-25,-5
10/10/2017 12:05:45,469,77,-4255,5,-32,-7
10/10/2017 12:05:46,463,74,-4272,7,-35,-10
10/10/2017 12:05:47,474,84,-4241,11,-30,-8
10/10/2017 12:05:48,455,74,-4277,17,-22,-5
10/10/2017 12:05:49,481,75,-4251,23,-17,-2
10/10/2017 12:05:50,465,74,-4269,25,-18,-1
10/10/2017 12:05:51,477,74,-4230,18,-31,-4
10/10/2017 12:05:52,449,72,-4237,13,-51,-8
10/10/2017 12:05:53,472,68,-4236,11,-66,-11
10/10/2017 12:05:54,466,63,-4274,11,-84,-13
10/10/2017 12:05:55,466,74,-4263,20,-90,-13
10/10/2017 12:05:56,442,88,-4263,24,-81,-11
10/10/2017 12:05:57,453,79,-4272,25,-72,-8
10/10/2017 12:05:58,435,68,-4247,24,-70,-10
10/10/2017 12:05:59,441,71,-4266,24,-64,-10
10/10/2017 12:06:00,456,85,-4255,19,-69,-11
10/10/2017 12:06:01,460,85,-4238,21,-72,-9
10/10/2017 12:06:02,462,75,-4231,19,-75,-9
10/10/2017 12:06:03,431,77,-4250,17,-82,-9
10/10/2017 12:06:04,449,88,-4270,25,-85,-12
10/10/2017 12:06:05,433,94,-4268,27,-85,-10
10/10/2017 12:06:06,436,108,-4250,36,-87,-8
10/10/2017 12:06:07,438,88,-4274,45,-89,-10
10/10/2017 12:06:08,430,85,-4267,51,-95,-10
10/10/2017 12:06:09,421,78,-4315,55,-91,-8
10/10/2017 12:06:10,418,95,-4244,55,-80,-7
10/10/2017 12:06:11,417,85,-4301,57,-71,-6
10/10/2017 12:06:12,419,84,-4285,56,-61,-5
10/10/2017 12:06:13,421,95,-4309,60,-52,-5
10/10/2017 12:06:14,413,67,-4275,62,-41,-5
10/10/2017 12:06:15,431,75,-4274,65,-29,-4
10/10/2017 12:06:16,411,82,-4288,61,-24,-6
10/10/2017 12:06:17,424,73,-4265,52,-13,-8
10/10/2017 12:06:18,420,74,-4284,52,-6,-9
10/10/2017 12:06:19,407,81,-4243,58,0,-8
10/10/2017 12:06:20,439,86,-4257,61,1,-7
10/10/2017 12:06:21,412,86,-4269,69,3,-6
10/10/2017 12:06:22,411,75,-4260,71,5,-6
10/10/2017 12:06:23,436,70,-4288,71,3,-6
10/10/2017 12:06:24,420,71,-4259,75,7,-5
10/10/2017 12:06:25,407,63,-4269,78,1,-5
10/10/2017 12:06:26,427,81,-4273,78,-4,-8
10/10/2017 12:06:27,414,65,-4253,82,-3,-6
10/10/2017 12:06:28,415,68,-4302,82,-2,-4
10/10/2017 12:06:29,419,54,-4253,82,0,-5
10/10/2017 12:06:30,422,68,-4274,81,-2,-4
10/10/2017 12:06:31,423,71,-4286,80,3,-3
10/10/2017 12:06:32,428,71,-4259,75,6,-1
10/10/2017 12:06:33,420,71,-4283,71,13,-1
10/10/2017 12:06:34,404,58,-4266,66,20,-2
10/10/2017 12:06:35,428,74,-4284,63,19,0
10/10/2017 12:06:36,410,55,-4292,56,22,-1
10/10/2017 12:06:37,418,56,-4271,53,20,0
10/10/2017 12:06:38,412,60,-4256,47,25,4
10/10/2017 12:06:39,400,70,-4241,44,26,0
10/10/2017 12:06:40,418,62,-4244,37,25,2
10/10/2017 12:06:41,416,59,-4262,32,24,-1
10/10/2017 12:06:42,429,77,-4260,34,26,1
10/10/2017 12:06:43,431,82,-4238,36,27,1
10/10/2017 12:06:44,409,71,-4259,42,18,4
10/10/2017 12:06:45,418,60,-4282,48,11,3
10/10/2017 12:06:46,414,79,-4275,53,7,8
10/10/2017 12:06:47,412,62,-4260,49,8,5
10/10/2017 12:06:48,397,54,-4297,41,7,6
10/10/2017 12:06:49,410,43,-4276,39,4,4
10/10/2017 12:06:50,391,61,-4252,37,4,4
10/10/2017 12:06:51,396,86,-4275,35,5,2
10/10/2017 12:06:52,433,72,-4280,30,4,1
10/10/2017 12:06:53,408,56,-4238,24,4,2
10/10/2017 12:06:54,408,60,-4263,22,5,1
10/10/2017 12:06:55,423,61,-4273,22,10,2
10/10/2017 12:06:56,441,75,-4302,20,13,2
10/10/2017 12:06:57,424,73,-4274,22,13,3
10/10/2017 12:06:58,442,56,-4308,19,15,2
10/10/2017 12:06:59,427,69,-4251,19,15,1
10/10/2017 12:07:00,425,54,-4227,34,8,0
10/10/2017 12:07:01,404,52,-4274,42,3,1
10/10/2017 12:07:02,403,48,-4273,45,3,1
10/10/2017 12:07:03,425,56,-4236,48,7,1
10/10/2017 12:07:04,413,58,-4294,54,2,2
10/10/2017 12:07:05,428,62,-4303,57,5,1
10/10/2017 12:07:06,432,62,-4283,55,5,4
10/10/2017 12:07:07,429,66,-4258,54,5,4
10/10/2017 12:07:08,423,50,-4277,52,6,3
10/10/2017 12:07:09,408,55,-4267,47,8,3
10/10/2017 12:07:10,422,53,-4259,42,11,2
10/10/2017 12:07:11,417,60,-4244,34,12,0
10/10/2017 12:07:12,417,51,-4275,35,14,-1
10/10/2017 12:07:13,411,47,-4258,41,12,-1
10/10/2017 12:07:14,417,54,-4299,40,10,1
10/10/2017 12:07:15,424,48,-4290,36,11,-2
10/10/2017 12:07:16,430,68,-4251,35,11,0
10/10/2017 12:07:17,431,54,-4290,35,12,1
10/10/2017 12:07:18,409,47,-4253,35,8,-2
10/10/2017 12:07:19,423,57,-4249,34,-2,-1
10/10/2017 12:07:20,427,82,-4249,43,-6,-3
10/10/2017 12:07:21,407,80,-4315,44,-14,-4
10/10/2017 12:07:22,416,39,-4253,46,-14,-1
10/10/2017 12:07:23,427,58,-4254,52,-18,3
10/10/2017 12:07:24,438,70,-4255,59,-31,2
10/10/2017 12:07:25,419,36,-4268,62,-39,3
10/10/2017 12:07:26,401,62,-4247,59,-43,4
10/10/2017 12:07:27,423,61,-4282,53,-41,3
10/10/2017 12:07:28,418,63,-4269,47,-36,2
10/10/2017 12:07:29,419,63,-4236,41,-35,3
10/10/2017 12:07:30,401,63,-4274,41,-44,-1
10/10/2017 12:07:31,400,58,-4251,40,-53,1
10/10/2017 12:07:32,403,53,-4233,52,-68,3
10/10/2017 12:07:33,399,61,-4273,65,-83,8
10/10/2017 12:07:34,395,61,-4257,79,-97,9
10/10/2017 12:07:35,414,34,-4240,93,-109,4
10/10/2017 12:07:36,416,33,-4290,93,-114,12
10/10/2017 12:07:37,406,60,-4274,91,-108,9
10/10/2017 12:07:38,414,67,-4298,87,-100,7
10/10/2017 12:07:39,385,56,-4267,87,-97,7
10/10/2017 12:07:40,394,37,-4262,93,-94,7
10/10/2017 12:07:41,375,57,-4244,104,-100,11
10/10/2017 12:07:42,387,28,-4244,109,-110,11
10/10/2017 12:07:43,358,20,-4281,108,-118,14
10/10/2017 12:07:44,375,26,-4271,108,-128,12
10/10/2017 12:07:45,350,24,-4280,109,-142,10
10/10/2017 12:07:46,374,48,-4277,104,-156,8
10/10/2017 12:07:47,364,62,-4273,101,-162,6
10/10/2017 12:07:48,364,32,-4300,103,-160,6
10/10/2017 12:07:49,343,29,-4308,101,-147,2
10/10/2017 12:07:50,362,19,-4303,89,-135,-1
10/10/2017 12:07:51,344,26,-4294,73,-125,-1
10/10/2017 12:07:52,345,19,-4317,61,-112,-5
10/10/2017 12:07:53,340,17,-4347,42,-98,-7
10/10/2017 12:07:54,353,20,-4307,25,-83,-9
10/10/2017 12:07:55,349,31,-4296,12,-66,-13
10/10/2017 12:07:56,361,41,-4316,12,-48,-14
10/10/2017 12:07:57,343,21,-4328,13,-33,-17
10/10/2017 12:07:58,356,42,-4285,21,-17,-16
10/10/2017 12:07:59,331,31,-4285,23,-12,-11
10/10/2017 12:08:00,360,41,-4303,32,-11,-15
10/10/2017 12:08:01,330,38,-4287,34,-10,-14
10/10/2017 12:08:02,341,43,-4266,37,-10,-15
10/10/2017 12:08:03,344,14,-4274,41,-8,-12
10/10/2017 12:08:04,336,30,-4304,47,-3,-13
10/10/2017 12:08:05,354,17,-4297,49,4,-14
10/10/2017 12:08:06,344,9,-4309,44,8,-14
10/10/2017 12:08:07,332,19,-4291,41,13,-18
10/10/2017 12:08:08,360,33,-4288,40,13,-16
10/10/2017 12:08:09,328,33,-4282,39,15,-17
10/10/2017 12:08:10,337,26,-4297,37,16,-20
